iteration,lhs_component_vulnerability_weight,lhs_component_flood_weight,lhs_component_failure_probability_weight,lhs_component_historical_exposure_weight,lhs_component_actor_role_weight
56,0.3702613721236344,0.26477822910393856,0.21693070935523492,0.10237620544815783,0.04565348396903439
57,0.3000548979106924,0.243251530696956,0.28801984859224944,0.11461279006143368,0.05406093273866842
58,0.32375837456910694,0.2895835679965392,0.24928324624003706,0.08622115332375935,0.0511536578705572
59,0.32472784342354966,0.2803456209105139,0.24768277409267445,0.09642804609667145,0.05081571547659046
60,0.3008359620846266,0.31678215152732636,0.22005290803606808,0.10010007651738796,0.062228901834591004
61,0.34594034608892466,0.24516370275487936,0.2638521008086364,0.10150709537441847,0.04353675497314111
62,0.39875091449366673,0.24758821286733862,0.21273931645341043,0.09365516719533366,0.04726638899025061
63,0.3562030532329871,0.23274260240286354,0.2557945054987689,0.09476179356159564,0.060498045303784734
64,0.31615422618375133,0.258051532865122,0.27173218704723207,0.11007256066367364,0.043989493240220987
65,0.3375060754796246,0.23641584943761934,0.27623903648264436,0.09865294129931215,0.05118609730079959
66,0.3447138447104032,0.2290835243726037,0.2825284555542905,0.09887740166190447,0.04479677370079799
67,0.3464795809130369,0.26145670344683625,0.2540228786177403,0.08686814917479019,0.05117268784759652
68,0.2982936124528843,0.25818344137601473,0.28680739938186434,0.1137311882257847,0.042984358563451945
69,0.34023288711512367,0.25509405580727657,0.2391455742359951,0.10929553574919312,0.05623194709241157
70,0.31663152563294067,0.30114967971963214,0.2440422985170608,0.09369072068683995,0.044485775443526485
71,0.33144715267328695,0.2548948072674866,0.26506710631678077,0.1037380328674818,0.04485290087496383
72,0.3503399479174751,0.23281709592736582,0.26502699447114464,0.09833569355908071,0.05348026812493363
73,0.39035032776797796,0.2229956922505717,0.2515810802737713,0.07925147455863456,0.05582142514904438
74,0.3273092022410535,0.2650206382719049,0.25766269819753723,0.10688547228114617,0.0431219890083583
75,0.36222555986506727,0.23772439699752598,0.2692244453798737,0.07824247226978089,0.05258312548775217
76,0.3895856727992977,0.24726118161497504,0.2018943059556604,0.10498974328296151,0.05626909634710538
77,0.33427073893969217,0.2858064720838496,0.24651314337445887,0.09235399609083329,0.04105564951116597
78,0.36355752320244844,0.23455774739168722,0.26322899661032234,0.08038303290041822,0.05827269989512377
79,0.34673443442119345,0.2691563632729428,0.22410104403082615,0.10567769038602005,0.054330467889017534
80,0.35804756827595385,0.25084765530728753,0.24116129754750185,0.10448411736503924,0.045459361504217345
81,0.3467273012946146,0.27188269788324576,0.2362997813365263,0.08777603214787007,0.05731418733774335
82,0.3372567748978429,0.2766001424563147,0.2344753054034574,0.10686843570390532,0.04479934153847969
83,0.3752776240402864,0.26082980059883965,0.24570882319182455,0.07610696970730525,0.04207678246174427
84,0.3426625645028941,0.2574623762497132,0.24401958995978454,0.11072893232580971,0.04512653696179859
85,0.3350682658519859,0.24867071983554692,0.22823160338874407,0.12661391506529499,0.06141549585842815
86,0.3998729348049737,0.2364360137112742,0.22100971136865893,0.0857234874238293,0.05695785269126389
87,0.3811395384386158,0.2082172966331209,0.27208525665271455,0.09012980169807366,0.048428106577474844
88,0.31152614269569956,0.21927172595414365,0.2776472030977608,0.12716812406834388,0.06438680418405221
89,0.31230041724483554,0.2435435895200895,0.26144180244351595,0.1211488443009126,0.06156534649064631
90,0.3424286352076803,0.2492813309371311,0.2817527480779057,0.08229745189203376,0.04423983388524916
91,0.37307638658160963,0.22298406215105093,0.2786320506913885,0.0841312535823696,0.0411762469935813
92,0.28178242417947874,0.2851106269263365,0.28363714876304075,0.09738880075815481,0.05208099937298906
93,0.3592494039290125,0.28861271079565687,0.22904778675649157,0.07822858303618481,0.044861515482654095
94,0.2896371413974628,0.2865855919441277,0.28732812798710616,0.09488606306348335,0.041563075607819876
95,0.4131394831382577,0.24387532366975748,0.20601349186190923,0.09375034187603518,0.043221359454040535
96,0.3689162835755425,0.25866249311994044,0.23541558325253578,0.09095419810874635,0.04605144194323491
97,0.3271186134312944,0.2601538635282543,0.26973094624514177,0.08675468552997777,0.056241891265331745
98,0.312287255589808,0.24544951636833146,0.29646776442083045,0.10274612706203308,0.04304933655899692
99,0.31212146208193775,0.23849177349271874,0.26984346793374,0.12809217606025083,0.051451120431352734
100,0.36390054229559843,0.2566096695895964,0.21049360850030951,0.11548410864732357,0.053512070967172025
101,0.3805714126735671,0.23878932129540056,0.2424546706462135,0.09936254446496251,0.03882205091985633
102,0.3542234769824453,0.23155047055524938,0.2786866082537551,0.09365690413197011,0.041882540076580224
103,0.343648806755131,0.24417577496835266,0.24780894263333272,0.11011331300488285,0.05425316263830088
104,0.3622028477858034,0.2683358814291747,0.2360974790217699,0.08164891548416335,0.05171487627908878
105,0.3572333068525875,0.22894216727612793,0.2661520495876392,0.0960992198615797,0.0515732564220657
106,0.3868340540033709,0.2297187094735021,0.24313691369264842,0.0939533535253911,0.04635696930508748
107,0.34439746524391723,0.2793832534943328,0.2336969581600459,0.08550048324624351,0.057021839855460534
108,0.3981511821270152,0.22900465614016505,0.22356307640138476,0.09738602474509506,0.05189506058633988
109,0.367253360163216,0.22671101347147476,0.2369436968899866,0.11448054408536332,0.054611385389959174
110,0.38243547619678553,0.21104232095248898,0.25057717153948333,0.11108458344289147,0.04486044786835069
111,0.36662014382038594,0.25090978442414985,0.25255280576471734,0.08207571688198212,0.04784154910876481
112,0.29283831929205906,0.29134933198722046,0.25944928717896093,0.11069905997347543,0.04566400156828405
113,0.37120611205818815,0.2239430495564318,0.25435946435955303,0.1037882932842988,0.04670308074152838
114,0.3269447039668831,0.25797600376955165,0.25878164039420515,0.10546161244566427,0.05083603942369594
115,0.3716234303365305,0.2727985713571959,0.21206969244116072,0.09587407185926959,0.04763423400584343
116,0.33622972205093377,0.23715015912567405,0.26788517157719977,0.10784074093891324,0.05089420630727917
117,0.32432507274685707,0.28879613607264004,0.22731495881517927,0.11246436870919284,0.047099463656130915
118,0.29309749699854826,0.2988997346247922,0.24758380848439598,0.10568453891755936,0.05473442097470427
119,0.402500187983358,0.23126164473927915,0.23837379362277542,0.08269747301874239,0.04516690063584522
120,0.3469379464243679,0.23787436169714127,0.2614931340722332,0.1092242344324159,0.04447032337384162
121,0.326406243997097,0.2490290847557432,0.2808822593775435,0.09180203595693641,0.05188037591267985
122,0.3927975465566224,0.2559020609932427,0.2232425773391948,0.07929588776516916,0.04876192734577081
123,0.30481375723178933,0.2714108479847861,0.27251302919234605,0.10455931292175553,0.04670305266932295
124,0.3346115918487611,0.260587021446673,0.2494895954537873,0.10658224943841368,0.04872954181236486
125,0.35246800623360125,0.21425149420143358,0.2736319091942967,0.11216659768872349,0.04748199268194512
126,0.3218127126758281,0.25013333392112314,0.26872595417415807,0.10313720304506654,0.05619079618382414
127,0.3682478340793472,0.2533768040909947,0.23521642719543237,0.09260030620360718,0.050558628430618674
128,0.38810268747404303,0.24345502309768893,0.20404234426924003,0.11536346252020117,0.049036482638826706
129,0.40054066068435557,0.24463276282752341,0.22139220180943445,0.09107051612986522,0.04236385854882135
130,0.32501904814938265,0.21194480989270875,0.2991350967992313,0.117628188359956,0.04627285679872118
131,0.3440141628013495,0.28186689522681807,0.22896470710379105,0.09022067906783246,0.05493355580020879
132,0.3578977572916193,0.2287929458102208,0.2495253789709338,0.11920378380763615,0.04458013411958978
133,0.3022503361007941,0.24506858929034778,0.28289471646310305,0.10654208110710851,0.06324427703864657
134,0.3138444703649969,0.21603419808612065,0.3137488246273754,0.11242999282688244,0.04394251409462458
135,0.3189094223738616,0.24700156618867478,0.2865527122527757,0.09103133427488984,0.05650496490979816
136,0.2859608105729101,0.24743449462382147,0.2970721909141027,0.11755896433962924,0.05197353954953641
137,0.39661577484240695,0.2295747454758634,0.2436896860037921,0.08542477006432454,0.044695023613612966
138,0.40071923043556323,0.2594667474244828,0.1962075555967216,0.09190815126556937,0.051698315277662915
139,0.3725960953390785,0.25572147025331654,0.22494766663766222,0.10188609062180688,0.04484867714813595
140,0.4050448042215169,0.24149245414165948,0.21652035828690608,0.07875947214085804,0.058182911209059475
141,0.3584561073601719,0.2525699624829735,0.25533200795360805,0.0817274761866289,0.051914446016617564
142,0.316495568671009,0.2883834179978944,0.2332269093951562,0.10905262106161438,0.05284148287432603
143,0.3060524052578925,0.27836900191674374,0.28776585204705685,0.08790285342482612,0.03990988735348075
144,0.3354213180616057,0.21050187110739146,0.2868547107500615,0.11169161755722118,0.05553048252372024
145,0.323478371532193,0.26409883945657325,0.280795555683881,0.08688770558246882,0.044739527744883996
146,0.3529120216640115,0.23019997764145772,0.2769367131788773,0.0879518960241825,0.051999391491471016
147,0.3612508075563428,0.27529662049873,0.2293958333873442,0.09286454888738346,0.04119218967019955
148,0.38182987773361216,0.25323399397640267,0.22595246287051513,0.09542172896077929,0.0435619364586908
149,0.3597681888058109,0.2499919367919476,0.2568075869083662,0.09528938299088102,0.0381429045029943
150,0.378190378260826,0.2215567940333687,0.2461160866605318,0.10563651523365168,0.04850022581162182
151,0.3829571208375165,0.23530088045000613,0.22182216893155157,0.09746219158729783,0.06245763819362788
152,0.344939105336008,0.2792282387519519,0.21597069194820923,0.09873755740403276,0.0611244065597981
153,0.3425780339885399,0.2233733362313681,0.2718778502444398,0.1196975323382177,0.04247324719743447
154,0.37717256502391544,0.2543425470593682,0.23764922884844084,0.07824417681504395,0.05259148225323164
155,0.34511481744888206,0.21600443548259476,0.2899705453088978,0.09620083162390981,0.05270937013571552
156,0.37020871587868465,0.2265400840369983,0.2670720665554125,0.08807344589174866,0.04810568763715586
157,0.2962192034054386,0.2886635906326628,0.24067104237526504,0.12234004836880334,0.0521061152178303
158,0.37794992377571,0.2586489102027768,0.23699277665952692,0.08240012712044513,0.04400826224154118
159,0.3373092841153871,0.22446506790428378,0.28489582695853166,0.1042825404810952,0.04904728054070222
160,0.3256221392037623,0.29175337804835105,0.2181258969317807,0.1089088647874143,0.05558972102869169
161,0.325874831392447,0.27460315533006613,0.2650266293279271,0.0831922691927968,0.051303114756763066
162,0.3372013015430626,0.23725735557320474,0.2678038079196798,0.10317422593116769,0.054563309032885025
163,0.41690215002983216,0.22004382662861247,0.22326727519749504,0.08468986944465075,0.05509687869940955
164,0.3720230072221989,0.22243407557480724,0.24483783932811726,0.11542320242313298,0.04528187545174363
165,0.31317056694173684,0.2927545853035721,0.2522465679130771,0.09016424861687158,0.05166403122474238
166,0.3732387182410308,0.24710246225573126,0.255982632881435,0.08539715359972523,0.038279033022077566
167,0.296228860836898,0.250918703878506,0.287488513226668,0.11264364267992376,0.052720279378004276
168,0.36232235286400477,0.24130861090085348,0.25678446293069246,0.09555382125481601,0.04403075204963323
169,0.4152350884862814,0.20119035786580483,0.23410416627854233,0.09009400980759495,0.05937637756177645
170,0.35856461916914584,0.26026846312547847,0.24328735923517691,0.0904130497118205,0.0474665087583783
171,0.3412826756731968,0.2123096027046436,0.2972014021316529,0.09411702942181535,0.05508929006869138
172,0.38244788880066743,0.23043962434801915,0.23997081831153733,0.10199229732063841,0.04514937121913765
173,0.3455917199997903,0.28750525600331844,0.20081083528999877,0.11696002760060609,0.0491321611062864
174,0.3457052561085031,0.22442375136107,0.28811410274891813,0.09087616271019686,0.05088072707131188
175,0.374330617835745,0.215152166202479,0.24892928091676608,0.11733264259189774,0.04425529245311202
176,0.3490642312011905,0.2895838062181091,0.21567181795709015,0.0929419162944904,0.05273822832911993
177,0.35633745569907666,0.2733387437239789,0.2107816187223271,0.10326596422593812,0.05627621762867915
178,0.36802284463985957,0.2443776032465388,0.21626468256763892,0.11197530551118957,0.05935956403477317
179,0.35293891358510876,0.23130182883442665,0.24425870767707733,0.12326328551191333,0.048237264391473814
180,0.33948173385494224,0.2268579774287643,0.2804798936874645,0.0996799656481227,0.05350042938070627
181,0.3343015898036431,0.2744034233410828,0.2486251279433957,0.0987311588035611,0.04393870010831727
182,0.3241872720998057,0.29344879170732474,0.24230795005288508,0.08579273595163414,0.054263250188350286
183,0.35463192895659046,0.2406893030311454,0.24493066604265437,0.10759164166399407,0.052156460305615784
184,0.3161944960031061,0.2830111328661386,0.24447754806141647,0.11058046579408899,0.04573635727524977
185,0.335147321532902,0.2507834607486838,0.25595170685387886,0.11485191364183804,0.04326559722269725
186,0.38956489286155765,0.22684811471377642,0.2354313741719028,0.10784202474416309,0.04031359350859999
187,0.36394169167846085,0.28397553622188065,0.20154463860002747,0.1095888647113275,0.0409492687883036
188,0.356895426553855,0.23301467069723028,0.2546107535073957,0.11374284053494249,0.041736308706576485
189,0.3843921208466498,0.2586327434306557,0.20703055113871477,0.09699898086862505,0.052945603715354436
190,0.3688778901771191,0.2193209282454509,0.2670875162348321,0.09489483294940915,0.049818832393188815
191,0.38571185940858943,0.20749400575821417,0.27669609036319537,0.08283131767314737,0.04726672679685378
192,0.2939886874044203,0.2560553357632468,0.30546291197882874,0.0884908893964553,0.056002175457048754
193,0.34996958955885726,0.25198882425265773,0.25076842729596943,0.0918592160190815,0.055413942873433986
194,0.34145900349704994,0.2538010247808892,0.2706034243154299,0.09702007311367598,0.03711647429295508
195,0.3049648898537089,0.23112217901693935,0.31600449732138924,0.0942587273236274,0.05364970648433505
196,0.3959573873704202,0.23735222611101878,0.24288451647732598,0.07890579547142537,0.04490007456980971
197,0.38538273052848093,0.26535086364123256,0.21185873228244062,0.095253818114454,0.04215385543339191
198,0.3042455103639172,0.28006932223004866,0.24614198333160778,0.10824246556654028,0.061300718507886154
199,0.38390481068316584,0.24531542629764522,0.20724348223854117,0.10907225370053658,0.05446402708011121
200,0.3614101986359963,0.25956774417345785,0.24183986537397897,0.0925153082037855,0.044666883612781316
201,0.317964290235698,0.29416128137770786,0.24451765263273514,0.10205160861635289,0.04130516713750622
202,0.33134926241623386,0.2573228024882658,0.26903511462821444,0.10391635508387294,0.038376465383412856
203,0.34947384420726924,0.2723953954265265,0.24879259759881894,0.08651674959945939,0.04282141316792583
204,0.2952253011020847,0.30150871951160796,0.2509179137978413,0.09751355325966805,0.05483451232879801
205,0.33162731893242076,0.2539978914604613,0.2474390272774199,0.12003569909238956,0.04690006323730839
206,0.3757645580624436,0.23221080643072617,0.24081337601758343,0.09924728354037285,0.051963975948873774
207,0.30952027669085797,0.2466663454067006,0.2587223792192643,0.12287216424769389,0.06221883443548328
208,0.364870092324951,0.2538382458677254,0.23692814697860004,0.09940232362137542,0.044961191207348074
209,0.3190659963110748,0.23338901523885738,0.26801119433691084,0.12360373098077693,0.05593006313238005
210,0.3408444902390852,0.22663746544538765,0.3015749511820034,0.08366444714978719,0.04727864598373659
211,0.378062681297627,0.22203907723288324,0.25638536773969606,0.0983308322754196,0.045182041454374246
212,0.27965913892384475,0.2930929752551894,0.2665111715043087,0.11274038298424723,0.04799633133240974
213,0.32554090099841837,0.26766582818800116,0.23802454094746078,0.10634958183453277,0.06241914803158681
214,0.39019768550456113,0.21111447898276003,0.24234048067881964,0.10379133924240821,0.052556015591451
215,0.33140577734591975,0.2675844569305459,0.2542843580935536,0.10623964191042566,0.04048576571955514
216,0.3379084202140632,0.27980649541125646,0.22181980234637458,0.11329119986360729,0.04717408216469865
217,0.32245727467303725,0.2369602403979561,0.2689005125821806,0.11860476420338842,0.05307720814343753
218,0.31689528929181937,0.2811136839007184,0.24101882268765842,0.11042789756488167,0.05054430655492208
219,0.3016372067261096,0.26648326071695255,0.27159685418762747,0.10509826138835507,0.055184416980955456
220,0.3947180421506841,0.21930030500707995,0.24921522830987447,0.0853594074107064,0.05140701712165491
221,0.3658888519121239,0.22486569924040284,0.25058774047323673,0.1019901770071668,0.05666753136706979
222,0.3657423878646805,0.24307484969554827,0.23712576199604204,0.10693580027637443,0.047121200167354604
223,0.34281296403395134,0.2568517206790143,0.26029680479010886,0.0870349289750146,0.053003581521910925
224,0.36175413567419384,0.2141445402053518,0.26317337400706625,0.10587255801016336,0.05505539210322452
225,0.34228120592201405,0.2666437643535573,0.26574391691182003,0.08371238092274684,0.04161873188986175
226,0.41841171732865157,0.25396082353882415,0.20112787862217463,0.08230398189628854,0.044195598614061034
227,0.2966816208517281,0.2755556506127232,0.27520604955255085,0.10516095942131393,0.047395719561683966
228,0.33963881625418396,0.2825530214145224,0.2396736931021666,0.08598087880492934,0.05215359042419767
229,0.2996844417300364,0.2973628382824977,0.25717823452627303,0.0834958764333743,0.06227860902781853
230,0.3491580431629452,0.23190809746667734,0.28584074994710756,0.0859819147140625,0.04711119470920742
231,0.31730714962258816,0.22272018123774986,0.3020520916094664,0.1131538863010265,0.04476669122916896
232,0.38853872942433354,0.24516784374736902,0.22236693410984587,0.10386044363317759,0.04006604908527385
233,0.3582452558866954,0.2723881674791392,0.24395952866396742,0.0765836993355033,0.048823348634694716
234,0.38062904878166465,0.19892162032527835,0.2510067995123682,0.11272111950757777,0.056721411873110916
235,0.37524413291783876,0.2728119693522311,0.2074163584648291,0.08728698544738994,0.05724055381771103
236,0.3897756538998807,0.27183587348565663,0.20849406215098387,0.08268436958114547,0.0472100408823334
237,0.32003745882194434,0.2801577776426631,0.22996390740693207,0.11770066116088905,0.05214019496757149
238,0.34465921656423465,0.2793976008251005,0.2238546306380826,0.09826868870373148,0.05381986326885081
239,0.3916033390289422,0.2286240835091076,0.2482502165733654,0.08243286377157977,0.04908949711700503
240,0.33869755510739796,0.2249946741951566,0.2757289374265413,0.11797789607182042,0.04260093719908384
241,0.37142475361562016,0.2297463952768007,0.24111872525667255,0.10476495011461617,0.05294517573629033
242,0.332926841960565,0.28895791561583134,0.2391325288708956,0.09105472529964974,0.047927988253058204
243,0.35538662517122904,0.2401099837805757,0.2523538829848547,0.11186204657944578,0.04028746148389478
244,0.3608174646973012,0.22440014548496517,0.23428149207494905,0.12042434786256502,0.06007654988021958
245,0.3912625541757527,0.2508965228167504,0.22197909815535807,0.08580515849725931,0.05005666635487949
246,0.3286352985876237,0.23760572784610193,0.26691119621660336,0.11125995602671546,0.0555878213229555
247,0.30933230762893416,0.27961868877699864,0.265420461766422,0.08838061464566424,0.057247927181981025
248,0.37434504040694055,0.2378728997851097,0.26067655430672193,0.08774403823283791,0.03936146726838967
249,0.3104346824385272,0.2973659526293202,0.2302291736035316,0.10575497449059289,0.056215216838028076
250,0.37818996621302436,0.25443472407182527,0.21637793776441683,0.09262989754138201,0.058367474409351444
251,0.34394883688626965,0.20024369221697486,0.27678381635312643,0.11910511688691702,0.059918537656712074
252,0.3541103748821839,0.24405755059541098,0.25501130227691393,0.09552444743658402,0.05129632480890719
253,0.36387239203736876,0.2602520022781457,0.2354855723806979,0.08446615322178684,0.055923880082000735
254,0.3745195389582878,0.21035754333223802,0.2543378227418337,0.10463419890260968,0.056150896065030806
255,0.37746255944998297,0.2539963269026221,0.22791311278428075,0.08443195141763718,0.0561960494454769
256,0.32507693687417705,0.22550689650872216,0.2859614919271461,0.11769309143366892,0.04576158325628578
257,0.42148181935852713,0.21301971238818299,0.21684444182061677,0.09904237765426126,0.049611648778411864
258,0.3061430044398081,0.25988477191976755,0.2714049381667133,0.11097219720201053,0.05159508827170054
259,0.3142767942676058,0.25776424182859026,0.2803502147243844,0.10766768320222336,0.03994106597719611
260,0.33540630125174614,0.26003348600207726,0.229585999253548,0.12736272823390976,0.04761148525871879
261,0.34410570790392914,0.2649202482708488,0.22209571657795837,0.10880500322230262,0.060073324024961024
262,0.3928732154486631,0.20779850140947861,0.25496473973683537,0.0902528548409856,0.054110688564037335
263,0.3149731324759083,0.2732626121645197,0.26147402062893904,0.09002908190517872,0.06026115282545416
264,0.37260789021752594,0.25745915863357643,0.2331221578716201,0.08851310045518622,0.048297692822091315
265,0.3258687878462393,0.2628550121534376,0.28105633057705154,0.0866723852154156,0.04354748420785611
266,0.33517985043631504,0.22185854761391655,0.29510741053052153,0.08694278568302066,0.06091140573622629
267,0.3861248637003905,0.21415243600333417,0.2710309876246106,0.08050501176039775,0.048186700911266964
268,0.327653703018276,0.26848040482436686,0.26164528576878754,0.1018672619857545,0.040353344402815024
269,0.3917467724312246,0.21201405711590918,0.2630450922715416,0.09459115737491798,0.03860292080640667
270,0.3452374361752898,0.26011062947339464,0.2523204387874139,0.09589206203419907,0.04643943352970248
271,0.3353524535001633,0.2734313173314724,0.24298545073886801,0.09073572671302707,0.057495051716469264
272,0.3635852653077236,0.27137879663420633,0.21344754111590059,0.09716008028757762,0.05442831665459171
273,0.3084854359392918,0.285205007169104,0.26675474682812156,0.09037208927519254,0.04918272078829007
274,0.3934145940754266,0.2161824256870002,0.2340643901918745,0.1113020753776895,0.0450365146680092
275,0.3542044630978005,0.20144881443386337,0.29377106739497716,0.10870707293589305,0.04186858213746584
276,0.3200034062795599,0.25088237372411337,0.27615108794302096,0.10885903688149601,0.04410409517180985
277,0.3605250245758283,0.29415767265175086,0.20846962951327536,0.08752604648554453,0.04932162677360097
278,0.3800390859040627,0.27165495973331255,0.20376163548496726,0.10195466569239388,0.04258965318526343
279,0.3548842043611579,0.24241465848674554,0.23666911066472135,0.10949071431937829,0.056541312167996925
280,0.3237217499276063,0.24451781002071385,0.2538413001517164,0.11941967722291771,0.05849946267704588
281,0.3518833722704264,0.2616003350926597,0.24388233471213983,0.10354610632444733,0.03908785160032684
282,0.34153484359514563,0.27498345054446116,0.24436856059135276,0.09221695607013362,0.04689618919890692
283,0.3160217547039828,0.262006775397726,0.24973972720437507,0.1145969312654949,0.057634811428421154
284,0.33473944437161274,0.23792152607835965,0.27266341034290204,0.11159947019430215,0.0430761490128234
285,0.37829761368536763,0.27095391098013755,0.21571332503022725,0.08851387526285424,0.0465212750414133
286,0.33993846678671535,0.24525983376204105,0.26712430456525516,0.0901005946635769,0.05757680022241145
287,0.34422523625551593,0.2505390085989937,0.251426936881723,0.11000644501813066,0.043802373245636815
288,0.40759413809390393,0.224354635636807,0.22889241158528137,0.09055130593148501,0.04860750875252263
289,0.3880295379224983,0.24020851093131446,0.21723806923066322,0.10060856966971092,0.0539153122458131
290,0.3261944087603339,0.2858470406485483,0.22836222308566287,0.10553834156742545,0.0540579859380294
291,0.360187923678783,0.2273449888299811,0.23562190159659788,0.11729931306492243,0.05954587282971552
292,0.28992924294329553,0.2917000447311616,0.2819697404782805,0.08551982207597074,0.05088114977129164
293,0.35214914677000736,0.22010279535918684,0.27259534426609144,0.10332174375703986,0.05183096984767449
294,0.32579259856321563,0.2714303430549422,0.2641751994552492,0.09995802514269411,0.03864383378389906
