actor,region,dmu,source_sheet,source_row,land_area_m2,land_lease_value_idr,labor_cost_idr,seed_purchase_value_idr,fertilizer_purchase_value_idr,pesticide_purchase_value_idr,equipment_rent_value_idr,production_value_idr,number_of_machines,value_of_milled_grains_idr,amount_of_milled_rice_kg,supporting_equipment_cost_idr,nilaiberashasilgiling,total_revenue_of_milling_machine_idr,total_rice_purchase_kg,total_rice_purchase_idr,building_rent_cost_idr,value_of_rice_sold_idr,total_precipitation_pct,precipitation_quality_pct,value_of_rice_purchase_idr,total_cost,output_value,operational_cost,quantity_proxy,precipitation_stress_raw,actor_role,margin,rc_ratio,cost_revenue_ratio,margin_ratio,operational_burden_ratio,cost_per_quantity_proxy,output_per_quantity_proxy,negative_margin_flag,below_break_even_flag
Farmer,Tasikmalaya,108,Farmer Data,411,100.0,100000.0,90000.0,23000.0,130000.0,13000.0,350000.0,1620000.0,,,,,,,,,,,,,,706000.0,1620000.0,540000.0,100.0,,upstream production,914000.0,2.2946175637393766,0.43580246913580245,0.5641975308641975,0.3333333333333333,7060.0,16200.0,0,0
Farmer,Tasikmalaya,109,Farmer Data,412,2800.0,4900000.0,1225000.0,644000.0,3640000.0,364000.0,430000.0,36450000.0,,,,,,,,,,,,,,11203000.0,36450000.0,6555000.0,2800.0,,upstream production,25247000.0,3.2535927876461663,0.3073525377229081,0.692647462277092,0.17983539094650206,4001.0714285714284,13017.857142857143,0,0
Farmer,Tasikmalaya,110,Farmer Data,413,2800.0,4900000.0,500000.0,644000.0,3640000.0,364000.0,430000.0,36450000.0,,,,,,,,,,,,,,10478000.0,36450000.0,5830000.0,2800.0,,upstream production,25972000.0,3.4787173124642106,0.28746227709190675,0.7125377229080933,0.15994513031550067,3742.1428571428573,13017.857142857143,0,0
Rice Miller,Garut,1,Rice Miller Data,2,,,8987594.96676165,,,,,,4.0,330999999.9999998,40000.0,1599538.46153846,387053194.51556003,37440000.0,,,,,,,,341587133.4282999,424493194.51556003,10587133.42830011,40000.0,,processing capacity,82906061.08726013,1.2427083838175723,0.8046940159267473,0.1953059840732527,0.024940643489897066,8539.678335707498,10612.329862889,0,0
Rice Miller,Garut,2,Rice Miller Data,3,,,7190075.97340932,,,,,,5.0,315000000.0,42000.0,1599538.46153846,420000000.0,35000000.0,,,,,,,,323789614.4349477,455000000.0,8789614.434947781,42000.0,,processing capacity,131210385.56505227,1.4052334593684555,0.7116255262306543,0.28837447376934566,0.019317833922962158,7709.276534165422,10833.333333333334,0,0
Rice Miller,Garut,3,Rice Miller Data,4,,,2000000.0,,,,,,2.0,240000000.0,36000.0,3000000.0,360000000.0,30000000.0,,,,,,,,245000000.0,390000000.0,5000000.0,36000.0,,processing capacity,145000000.0,1.5918367346938775,0.6282051282051282,0.3717948717948718,0.01282051282051282,6805.555555555556,10833.333333333334,0,0
Rice Miller,Garut,4,Rice Miller Data,5,,,4500000.0,,,,,,2.0,270000000.0,36000.0,6000000.0,360000000.0,30000000.0,,,,,,,,280500000.0,390000000.0,10500000.0,36000.0,,processing capacity,109500000.0,1.3903743315508021,0.7192307692307692,0.28076923076923077,0.026923076923076925,7791.666666666667,10833.333333333334,0,0
Rice Miller,Garut,5,Rice Miller Data,6,,,8950146.65440015,,,,,,1.0,300000000.0,38412.0,1599538.46153846,384120000.0,31200000.0,,,,,,,,310549685.1159386,415320000.0,10549685.11593861,38412.0,,processing capacity,104770314.8840614,1.3373705397413207,0.7477359267936498,0.25226407320635025,0.025401341413701747,8084.704912942273,10812.246173070915,0,0
Rice Miller,Garut,6,Rice Miller Data,7,,,3595037.98670466,,,,,,1.0,208000000.0,2400.0,2025000.0,23223191.6709336,20800000.0,,,,,,,,213620037.98670465,44023191.670933604,5620037.986704661,2400.0,,processing capacity,-169596846.31577104,0.20608175190790637,4.852443220915935,-3.8524432209159354,0.12766084814371378,89008.34916112694,18342.99652955567,1,1
Rice Miller,Garut,7,Rice Miller Data,8,,,3595037.98670466,,,,,,1.0,162000000.0,21000.0,3600000.0,210000000.0,25000000.0,,,,,,,,169195037.98670465,235000000.0,7195037.986704661,21000.0,,processing capacity,65804962.01329535,1.3889296210830149,0.719978885049807,0.280021114950193,0.030617182922147494,8056.90657079546,11190.47619047619,0,0
Rice Miller,Garut,8,Rice Miller Data,9,,,2000000.0,,,,,,4.0,120000000.0,18000.0,3000000.0,180000000.0,15000000.0,,,,,,,,125000000.0,195000000.0,5000000.0,18000.0,,processing capacity,70000000.0,1.56,0.6410256410256411,0.358974358974359,0.02564102564102564,6944.444444444444,10833.333333333334,0,0
Rice Miller,Garut,9,Rice Miller Data,10,,,3595037.98670466,,,,,,2.0,150000000.0,18000.0,2000000.0,180000000.0,18000000.0,,,,,,,,155595037.98670465,198000000.0,5595037.986704661,18000.0,,processing capacity,42404962.01329535,1.2725341538007067,0.785833525185377,0.214166474814623,0.028257767609619497,8644.168777039147,11000.0,0,0
Rice Miller,Garut,10,Rice Miller Data,11,,,1797518.99335233,,,,,,3.0,138000000.0,16500.0,3000000.0,165000000.0,15600000.0,,,,,,,,142797518.99335232,180600000.0,4797518.99335233,16500.0,,processing capacity,37802481.006647676,1.264727855729815,0.7906839368402676,0.20931606315973242,0.026564335511363956,8654.395090506201,10945.454545454546,0,0
Rice Miller,Garut,11,Rice Miller Data,12,,,8950146.65440015,,,,,,1.0,75000000.0,9000.0,540000.0,90000000.0,7800000.0,,,,,,,,84490146.65440015,97800000.0,9490146.65440015,9000.0,,processing capacity,13309853.345599845,1.1575314267123087,0.8639074300040915,0.13609256999590844,0.09703626435991973,9387.794072711129,10866.666666666666,0,0
Rice Miller,Garut,12,Rice Miller Data,13,,,1797518.99335233,,,,,,1.0,50000000.0,6000.0,1000000.0,60000000.0,8000000.0,,,,,,,,52797518.99335233,68000000.0,2797518.9933523303,6000.0,,processing capacity,15202481.006647669,1.2879393065526772,0.7764341028434166,0.22356589715658337,0.041139985196357795,8799.586498892055,11333.333333333334,0,0
Rice Miller,Garut,13,Rice Miller Data,14,,,8950146.65440015,,,,,,1.0,34200000.0,3900.0,2160000.0,39000000.0,3120000.0,,,,,,,,45310146.65440015,42120000.0,11110146.65440015,3900.0,,processing capacity,-3190146.6544001475,0.9295931068435342,1.0757394742260245,-0.0757394742260244,0.2637736622602125,11617.986321641063,10800.0,1,1
Rice Miller,Garut,14,Rice Miller Data,15,,,3595037.98670466,,,,,,1.0,24000000.0,3600.0,609000.0,36000000.0,4800000.0,,,,,,,,28204037.98670466,40800000.0,4204037.986704661,3600.0,,processing capacity,12595962.013295341,1.446601370315593,0.6912754408506043,0.3087245591493956,0.10304014673295736,7834.454996306849,11333.333333333334,0,0
Rice Miller,Garut,15,Rice Miller Data,16,,,3595037.98670466,,,,,,2.0,20000000.0,3000.0,1599538.46153846,30000000.0,4000000.0,,,,,,,,25194576.44824312,34000000.0,5194576.448243121,3000.0,,processing capacity,8805423.551756881,1.3494967883205238,0.7410169543600917,0.25898304563990826,0.15278166024244472,8398.192149414373,11333.333333333334,0,0
Rice Miller,Garut,16,Rice Miller Data,17,,,1300000.0,,,,,,1.0,27000000.0,2700.0,1050000.0,27000000.0,2340000.0,,,,,,,,29350000.0,29340000.0,2350000.0,2700.0,,processing capacity,-10000.0,0.9996592844974447,1.000340831629175,-0.00034083162917518747,0.08009543285616905,10870.37037037037,10866.666666666666,1,1
Rice Miller,Garut,17,Rice Miller Data,18,,,8950146.65440015,,,,,,1.0,15750000.0,2100.0,420000.0,21000000.0,1820000.0,,,,,,,,25120146.654400147,22820000.0,9370146.65440015,2100.0,,processing capacity,-2300146.6544001475,0.9084341868682027,1.1007952083435648,-0.10079520834356474,0.4106111592638102,11961.974597333403,10866.666666666666,1,1
Rice Miller,Garut,18,Rice Miller Data,19,,,1200000.0,,,,,,1.0,15000000.0,1800.0,1599538.46153846,17000000.00000001,2400000.0,,,,,,,,17799538.46153846,19400000.00000001,2799538.46153846,1800.0,,processing capacity,1600461.538461551,1.0899159010173132,0.9175019825535283,0.08249801744647166,0.144306106264869,9888.632478632479,10777.777777777785,0,0
Rice Miller,Garut,19,Rice Miller Data,20,,,8950146.65440015,,,,,,1.0,15000000.0,2100.0,1500000.0,20320292.7120669,1560000.0,,,,,,,,25450146.654400147,21880292.7120669,10450146.65440015,2100.0,,processing capacity,-3569853.9423332475,0.8597314981791649,1.1631538475883592,-0.1631538475883591,0.4776054320624757,12119.11745447626,10419.187005746142,1,1
Rice Miller,Garut,20,Rice Miller Data,21,,,8950146.65440015,,,,,,1.0,16500000.0,2100.0,800000.0,21000000.0,1560000.0,,,,,,,,26250146.654400147,22560000.0,9750146.65440015,2100.0,,processing capacity,-3690146.6544001475,0.8594237699703826,1.1635703304255385,-0.16357033042553845,0.4321873517021343,12500.069835428641,10742.857142857143,1,1
Rice Miller,Garut,21,Rice Miller Data,22,,,3595037.98670466,,,,,,1.0,5000000.0,600.0,150000.0,5400000.0,520000.0,,,,,,,,8745037.98670466,5920000.0,3745037.98670466,600.0,,processing capacity,-2825037.9867046606,0.6769553212919545,1.4772023626190305,-0.4772023626190305,0.6326077680244359,14575.063311174434,9866.666666666666,1,1
Rice Miller,Garut,22,Rice Miller Data,23,,,3595037.98670466,,,,,,1.0,5000000.0,600.0,150000.0,5400000.0,520000.0,,,,,,,,8745037.98670466,5920000.0,3745037.98670466,600.0,,processing capacity,-2825037.9867046606,0.6769553212919545,1.4772023626190305,-0.4772023626190305,0.6326077680244359,14575.063311174434,9866.666666666666,1,1
Rice Miller,Garut,23,Rice Miller Data,24,,,3595037.98670466,,,,,,1.0,5000000.0,600.0,150000.0,5400000.0,520000.0,,,,,,,,8745037.98670466,5920000.0,3745037.98670466,600.0,,processing capacity,-2825037.9867046606,0.6769553212919545,1.4772023626190305,-0.4772023626190305,0.6326077680244359,14575.063311174434,9866.666666666666,1,1
Rice Miller,Garut,24,Rice Miller Data,25,,,3595037.98670466,,,,,,1.0,5000000.0,500.0,150000.0,5000000.0,520000.0,,,,,,,,8745037.98670466,5520000.0,3745037.98670466,500.0,,processing capacity,-3225037.9867046606,0.631215096880336,1.5842460120841777,-0.5842460120841776,0.6784489106349022,17490.075973409323,11040.0,1,1
Rice Miller,Indramayu,1,Rice Miller Data,29,,,17975189.9335233,,,,,,3.0,5000000000.000004,600000.0,1599538.46153846,5400000000.0,468000000.0,,,,,,,,5019574728.395065,5868000000.0,19574728.39506176,600000.0,,processing capacity,848425271.6049347,1.1690233371376078,0.8554149162227446,0.1445850837772554,0.003335843284775351,8365.957880658441,9780.0,0,0
Rice Miller,Indramayu,2,Rice Miller Data,30,,,53925569.8005699,,,,,,5.0,300000000.0,38412.0,1599538.46153846,384120000.0,31200000.0,,,,,,,,355525108.2621083,415320000.0,55525108.262108356,38412.0,,processing capacity,59794891.737891674,1.168187535418197,0.8560269388955705,0.14397306110442953,0.13369235351562256,9255.573994119242,10812.246173070915,0,0
Rice Miller,Indramayu,3,Rice Miller Data,31,,,48000000.0,,,,,,4.0,4200000000.0,588000.0,1599538.46153846,5689681959.378733,436800000.0,,,,,,,,4249599538.4615383,6126481959.378733,49599538.461538464,588000.0,,processing capacity,1876882420.9171944,1.4416610092151585,0.6936443405266269,0.30635565947337307,0.008095925000743525,7227.210099424385,10419.187005746144,0,0
Rice Miller,Indramayu,4,Rice Miller Data,32,,,17599999.99999998,,,,,,6.0,1600000000.0,240000.0,1599538.46153846,2322319167.09336,166400000.0,,,,,,,,1619199538.4615386,2488719167.09336,19199538.46153844,240000.0,,processing capacity,869519628.6318214,1.5370058525695878,0.6506156097767527,0.34938439022324724,0.00771462634892714,6746.664743589744,10369.663196222333,0,0
Rice Miller,Indramayu,5,Rice Miller Data,33,,,7190075.97340932,,,,,,3.0,600000000.0,72000.0,5000000.0,696695750.128008,52000000.0,,,,,,,,612190075.9734093,748695750.128008,12190075.973409321,72000.0,,processing capacity,136505674.1545987,1.2229792339210148,0.8176753719634983,0.18232462803650173,0.016281748589230174,8502.639944075128,10398.552085111221,0,0
Rice Miller,Indramayu,6,Rice Miller Data,34,,,40000000.0,,,,,,4.0,400000000.0,58000.0,1599538.46153846,561227132.047562,8800000.0,,,,,,,,441599538.46153843,570027132.047562,41599538.461538464,58000.0,,processing capacity,128427593.58602357,1.2908236589953073,0.7746991566441651,0.22530084335583486,0.07297817265664379,7613.785145888593,9828.054000820035,0,0
Rice Miller,Indramayu,7,Rice Miller Data,35,,,14380151.94681864,,,,,,2.0,300000000.0,38412.0,1599538.46153846,346947096.7741936,31200000.0,,,,,,,,315979690.4083571,378147096.7741936,15979690.4083571,38412.0,,processing capacity,62167406.3658365,1.1967449435927173,0.8355999374419127,0.16440006255808726,0.04225786881526476,8226.06712507438,9844.504237587045,0,0
Rice Miller,Indramayu,8,Rice Miller Data,36,,,44937974.83380825,,,,,,6.0,300000000.0,38412.0,1599538.46153846,371687182.6932923,31200000.0,,,,,,,,346537513.2953467,402887182.6932923,46537513.29534671,38412.0,,processing capacity,56349669.39794564,1.1626077040320884,0.8601353634006192,0.13986463659938073,0.11551003679055862,9021.59516024541,10488.576035959917,0,0
Rice Miller,Indramayu,9,Rice Miller Data,37,,,35950379.8670466,,,,,,4.0,310588235.2941174,38412.0,1599538.46153846,326502000.0,31200000.0,,,,,,,,348138153.6227024,357702000.0,37549918.32858506,38412.0,,processing capacity,9563846.37729758,1.0274714112135566,0.9732630894507227,0.026736910549277276,0.10497542179966861,9063.265480128668,9312.246173070915,0,0
Rice Miller,Indramayu,10,Rice Miller Data,38,,,53925569.8005699,,,,,,5.0,300000000.0,38412.0,1599538.46153846,345708000.0,31200000.0,,,,,,,,355525108.2621083,376908000.0,55525108.262108356,38412.0,,processing capacity,21382891.737891674,1.0601445333704176,0.9432676097671271,0.05673239023287294,0.14731740441197416,9255.573994119242,9812.246173070915,0,0
Rice Miller,Indramayu,11,Rice Miller Data,39,,,21570227.92022796,,,,,,3.0,338181818.18181837,38412.0,1599538.46153846,343878857.1428571,31200000.0,,,,,,,,361351584.56358474,375078857.1428571,23169766.38176642,38412.0,,processing capacity,13727272.57927233,1.0379886879307618,0.9634016359017432,0.03659836409825679,0.06177305369399081,9407.257746630863,9764.627125451865,0,0
Rice Miller,Indramayu,12,Rice Miller Data,40,,,65000000.00000007,,,,,,3.0,300000000.0,38412.0,1599538.46153846,345708000.0,31200000.0,,,,,,,,366599538.4615385,376908000.0,66599538.46153852,38412.0,,processing capacity,10308461.538461506,1.0281191339785143,0.9726499264052195,0.02735007359478044,0.17669972105006665,9543.880518107324,9812.246173070915,0,0
Rice Miller,Indramayu,13,Rice Miller Data,41,,,40000000.000000045,,,,,,4.0,330000000.0,38412.0,1599538.46153846,345708000.0,31200000.0,,,,,,,,371599538.4615385,376908000.0,41599538.46153851,38412.0,,processing capacity,5308461.538461506,1.0142854363071576,0.9859157631611388,0.014084236838861225,0.11037053727047054,9674.048174048175,9812.246173070915,0,0
Rice Miller,Indramayu,14,Rice Miller Data,42,,,17975189.9335233,,,,,,4.0,150000000.0,18000.0,1599538.46153846,174173937.532002,15600000.0,,,,,,,,169574728.39506176,189773937.532002,19574728.39506176,18000.0,,processing capacity,20199209.13694024,1.119116859735619,0.8935617324505689,0.10643826754943103,0.10314761157211501,9420.818244170097,10542.996529555667,0,0
Rice Miller,Indramayu,15,Rice Miller Data,43,,,10000000.0,,,,,,4.0,75000000.0,9000.0,5000000.0,87086968.766001,7800000.0,,,,,,,,90000000.0,94886968.766001,15000000.0,9000.0,,processing capacity,4886968.766001001,1.0542996529555666,0.9484969450541447,0.051503054945855255,0.15808282417569078,10000.0,10542.996529555667,0,0
Rice Miller,Indramayu,16,Rice Miller Data,44,,,12000000.0,,,,,,3.0,20000000.0,3000.0,5000000.0,29028989.588667,2080000.0,,,,,,,,37000000.0,31108989.588667,17000000.0,3000.0,,processing capacity,-5891010.411332998,0.8407835023964054,1.1893668193414773,-0.18936681934147717,0.5464658359136517,12333.333333333334,10369.663196222335,1,1
Rice Miller,Indramayu,17,Rice Miller Data,45,,,4000000.0,,,,,,2.0,20000000.0,2500.0,3200000.0,22500000.0,2080000.0,,,,,,,,27200000.0,24580000.0,7200000.0,2500.0,,processing capacity,-2620000.0,0.9036764705882353,1.1065907241659887,-0.10659072416598861,0.29292107404393813,10880.0,9832.0,1,1
Rice Miller,Karawang,1,Rice Miller Data,49,,,8000000.0,,,,,,4.0,667800000.0,72000.0,1500000.0,655200000.0,65520000.0,,,,,,,,677300000.0,720720000.0,9500000.0,72000.0,,processing capacity,43420000.0,1.0641074856046064,0.9397546897546898,0.06024531024531025,0.013181263181263182,9406.944444444445,10010.0,0,0
Rice Miller,Karawang,2,Rice Miller Data,50,,,24000000.0,,,,,,4.0,550000000.0,60000.0,1599538.46153846,570000000.0,52000000.0,,,,,,,,575599538.4615384,622000000.0,25599538.46153846,60000.0,,processing capacity,46400461.538461566,1.0806124022657848,0.9254011872372001,0.07459881276279995,0.0411568142468464,9593.32564102564,10366.666666666666,0,0
Rice Miller,Karawang,3,Rice Miller Data,51,,,8987594.96676165,,,,,,2.0,156000000.0,15000.0,1500000.0,142500000.0,15600000.0,,,,,,,,166487594.96676165,158100000.0,10487594.96676165,15000.0,,processing capacity,-8387594.966761649,0.9496203007290952,1.0530524665829326,-0.05305246658293263,0.06633519903075048,11099.17299778411,10540.0,1,1
Rice Miller,Karawang,4,Rice Miller Data,52,,,8987594.96676165,,,,,,2.0,153000000.0,15000.0,2000000.0,142500000.0,15600000.0,,,,,,,,163987594.96676165,158100000.0,10987594.96676165,15000.0,,processing capacity,-5887594.966761649,0.9640973149953508,1.03723968985934,-0.03723968985933997,0.06949775437546901,10932.506331117444,10540.0,1,1
Rice Miller,Karawang,5,Rice Miller Data,53,,,8987594.96676165,,,,,,4.0,104000000.0,12000.0,2700000.0,114000000.0,10400000.0,,,,,,,,115687594.96676165,124400000.0,11687594.96676165,12000.0,,processing capacity,8712405.033238351,1.0753097601842403,0.929964589764965,0.07003541023503498,0.09395172802863064,9640.632913896805,10366.666666666666,0,0
Rice Miller,Karawang,6,Rice Miller Data,54,,,7190075.97340932,,,,,,2.0,100000000.0,10000.0,2000000.0,90000000.0,10400000.0,,,,,,,,109190075.97340932,100400000.0,9190075.973409321,10000.0,,processing capacity,-8790075.973409325,0.9194974827607049,1.087550557504077,-0.08755055750407695,0.09153462124909682,10919.007597340933,10040.0,1,1
Rice Miller,Karawang,7,Rice Miller Data,55,,,8987594.96676165,,,,,,4.0,106000000.0,11000.0,3000000.0,104500000.0,10400000.0,,,,,,,,117987594.96676165,114900000.0,11987594.96676165,11000.0,,processing capacity,-3087594.9667616487,0.9738311899006717,1.0268720188578038,-0.026872018857803732,0.10433067856189426,10726.144996978332,10445.454545454546,1,1
Rice Miller,Karawang,8,Rice Miller Data,56,,,10785113.96011398,,,,,,3.0,79500000.0,8000.0,4000000.0,76000000.0,7800000.0,,,,,,,,94285113.96011397,83800000.0,14785113.96011398,8000.0,,processing capacity,-10485113.960113972,0.8887935378160591,1.125120691648138,-0.1251206916481381,0.17643334081281598,11785.639245014247,10475.0,1,1
Rice Miller,Karawang,9,Rice Miller Data,57,,,3500000.0,,,,,,2.0,75000000.0,7500.0,1599538.46153846,72572473.9716675,7800000.0,,,,,,,,80099538.46153846,80372473.9716675,5099538.46153846,7500.0,,processing capacity,272935.5101290345,1.003407454217231,0.9966041170982836,0.0033958829017164305,0.06344881785443265,10679.938461538462,10716.329862889,0,0
Rice Miller,Karawang,10,Rice Miller Data,58,,,8987594.96676165,,,,,,2.0,55000000.0,6000.0,4000000.0,58000000.000000015,5200000.0,,,,,,,,67987594.96676165,63200000.000000015,12987594.96676165,6000.0,,processing capacity,-4787594.966761634,0.929581345404228,1.0757530849171144,-0.07575308491711444,0.20549992036015266,11331.265827793608,10533.333333333336,1,1
Rice Miller,Karawang,11,Rice Miller Data,59,,,7190075.97340932,,,,,,2.0,53000000.0,5000.0,1599538.46153846,50000000.0,5200000.0,,,,,,,,61789614.434947774,55200000.0,8789614.434947781,5000.0,,processing capacity,-6589614.434947774,0.893354012721906,1.11937707309688,-0.11937707309687996,0.15923214556064821,12357.922886989554,11040.0,1,1
Rice Miller,Karawang,12,Rice Miller Data,60,,,7190075.97340932,,,,,,2.0,50000000.0,5000.0,1000000.0,47500000.0,5200000.0,,,,,,,,58190075.97340932,52700000.0,8190075.97340932,5000.0,,processing capacity,-5490075.973409317,0.9056527099927129,1.1041760146756987,-0.10417601467569862,0.1554094112601389,11638.015194681864,10540.0,1,1
Rice Miller,Karawang,13,Rice Miller Data,61,,,8950146.65440015,,,,,,2.0,25000000.0,2500.0,1500000.0,24190824.657222502,2600000.0,,,,,,,,35450146.65440015,26790824.657222502,10450146.65440015,2500.0,,processing capacity,-8659321.997177646,0.7557324069320083,1.3232196883810066,-0.3232196883810066,0.3900643891371559,14180.058661760058,10716.329862889,1,1
Rice Miller,Karawang,14,Rice Miller Data,62,,,8987594.96676165,,,,,,2.0,4800000.0,500.0,3000000.0,4500000.0,520000.0,,,,,,,,16787594.96676165,5020000.0,11987594.96676165,500.0,,processing capacity,-11767594.966761649,0.2990303262581254,3.344142423657699,-2.344142423657699,2.3879671248529184,33575.189933523296,10040.0,1,1
Rice Miller,Subang,1,Rice Miller Data,66,,,6300000.0,,,,,,3.0,315000000.0,45150.0,800000.0,428925000.0,36400000.0,,,,,,,,322100000.0,465325000.0,7100000.0,45150.0,,processing capacity,143225000.0,1.4446600434647625,0.6922043732874872,0.30779562671251276,0.015258152903884381,7133.997785160575,10306.201550387597,0,0
Rice Miller,Subang,2,Rice Miller Data,67,,,3000000.0,,,,,,3.0,300000000.0,38412.0,200000.0,371687182.6932923,31200000.0,,,,,,,,303200000.0,402887182.6932923,3200000.0,38412.0,,processing capacity,99687182.69329232,1.3287835840807793,0.7525679967605681,0.24743200323943196,0.007942670150507314,7893.366656253254,10488.576035959917,0,0
Rice Miller,Subang,3,Rice Miller Data,68,,,5499999.99999999,,,,,,3.0,258000000.0,38820.0,500000.0,368790000.0,31200000.0,,,,,,,,264000000.0,399990000.0,5999999.99999999,38820.0,,processing capacity,135990000.0,1.5151136363636364,0.6600165004125104,0.3399834995874897,0.015000375009375209,6800.618238021639,10303.70942812983,0,0
Rice Miller,Subang,4,Rice Miller Data,69,,,5000000.0,,,,,,3.0,275000000.0,34760.0,1000000.0,336349226.0340217,28600000.0,,,,,,,,281000000.0,364949226.0340217,6000000.0,34760.0,,processing capacity,83949226.03402168,1.2987516940712516,0.7699701217445638,0.2300298782554362,0.01644064316892307,8084.004602991945,10499.114673015583,0,0
Rice Miller,Subang,5,Rice Miller Data,70,,,6000000.0,,,,,,3.0,250000000.0,31500.0,1599538.46153846,283500000.0,15000000.0,,,,,,,,257599538.46153846,298500000.0,7599538.46153846,31500.0,,processing capacity,40900461.538461536,1.1587753680877355,0.8629800283468625,0.13701997165313748,0.025459090323411926,8177.763125763126,9476.190476190477,0,0
Rice Miller,Subang,6,Rice Miller Data,71,,,2500000.0,,,,,,2.0,250000000.0,29000.0,2500000.0,280613566.023781,26000000.0,,,,,,,,255000000.0,306613566.023781,5000000.0,29000.0,,processing capacity,51613566.023781,1.2024061412697293,0.8316657456057315,0.16833425439426852,0.016307171482465323,8793.103448275862,10572.881587026932,0,0
Rice Miller,Subang,7,Rice Miller Data,72,,,4500000.0,,,,,,2.0,215000000.0,32500.0,500000.0,292500000.0,26000000.0,,,,,,,,220000000.0,318500000.0,5000000.0,32500.0,,processing capacity,98500000.0,1.4477272727272728,0.6907378335949764,0.3092621664050236,0.015698587127158554,6769.2307692307695,9800.0,0,0
Rice Miller,Subang,8,Rice Miller Data,73,,,4500000.0,,,,,,3.0,225000000.0,31000.0,500000.0,299966225.74955904,26000000.0,,,,,,,,230000000.0,325966225.74955904,5000000.0,31000.0,,processing capacity,95966225.74955904,1.4172444597806915,0.7055945733982568,0.2944054266017432,0.015339012465179496,7419.354838709677,10515.039540308357,0,0
Rice Miller,Subang,9,Rice Miller Data,74,,,4500000.0,,,,,,3.0,211500000.0,29469.0,300000.0,285151764.729476,24440000.0,,,,,,,,216300000.0,309591764.729476,4800000.0,29469.0,,processing capacity,93291764.72947598,1.4313072803027092,0.6986619950598649,0.3013380049401351,0.0155042883785823,7339.916522447317,10505.675955392988,0,0
Rice Miller,Subang,10,Rice Miller Data,75,,,3595037.98670466,,,,,,2.0,225000000.0,28575.0,2000000.0,276501125.8320532,24000000.0,,,,,,,,230595037.98670465,300501125.8320532,5595037.986704661,28575.0,,processing capacity,69906087.84534854,1.3031552129468593,0.7673682996967596,0.23263170030324043,0.018619025040963296,8069.817602334371,10516.22487601236,0,0
Rice Miller,Subang,11,Rice Miller Data,76,,,4050000.0,,,,,,3.0,202500000.0,28350.0,250000.0,274323951.6129032,23400000.0,,,,,,,,206800000.0,297723951.6129032,4300000.0,28350.0,,processing capacity,90923951.61290318,1.439670945903787,0.6946031680678438,0.3053968319321561,0.014442909200636985,7294.532627865961,10501.726688285826,0,0
Rice Miller,Subang,12,Rice Miller Data,77,,,3600000.0,,,,,,2.0,180000000.0,24600.0,400000.0,238037714.6270694,20800000.0,,,,,,,,184000000.0,258837714.6270694,4000000.0,24600.0,,processing capacity,74837714.62706941,1.4067267099297251,0.7108701305955557,0.28912986940444435,0.01545369849120773,7479.674796747968,10521.858318173554,0,0
Rice Miller,Subang,13,Rice Miller Data,78,,,14380151.94681864,,,,,,4.0,200000000.0,24000.0,400000.0,232231916.709336,20800000.0,,,,,,,,214780151.94681865,253031916.709336,14780151.94681864,24000.0,,processing capacity,38251764.76251736,1.1780972981711495,0.8488263249159271,0.15117367508407292,0.058412204037473124,8949.17299778411,10542.996529555667,0,0
Rice Miller,Subang,14,Rice Miller Data,79,,,5392556.98005699,,,,,,4.0,200000000.0,30000.0,1000000.0,290289895.88667,20800000.0,,,,,,,,206392556.980057,311089895.88667,6392556.98005699,30000.0,,processing capacity,104697338.90661299,1.5072728418047048,0.6634498892733108,0.33655011072668917,0.020548905845485247,6879.751899335233,10369.663196222333,0,0
Rice Miller,Subang,15,Rice Miller Data,80,,,7190075.97340932,,,,,,3.0,171000000.0,24054.0,200000.0,232754438.52193204,19760000.0,,,,,,,,178390075.97340932,252514438.52193204,7390075.97340932,24054.0,,processing capacity,74124362.54852271,1.4155184202038886,0.7064549536953125,0.29354504630468753,0.029265954123916197,7416.233307283999,10497.814854990107,0,0
Rice Miller,Subang,16,Rice Miller Data,81,,,2000000.0,,,,,,2.0,157000000.00000015,22050.0,150000.0,213363073.47670245,18200000.0,,,,,,,,159150000.00000015,231563073.47670245,2150000.0,22050.0,,processing capacity,72413073.4767023,1.4549988908369602,0.6872857472934355,0.31271425270656455,0.009284727343266635,7217.687074829939,10501.726688285826,0,0
Rice Miller,Subang,17,Rice Miller Data,82,,,7190075.97340932,,,,,,2.0,165000000.0,18900.0,500000.0,151200000.0,4000000.0,,,,,,,,172690075.97340932,155200000.0,7690075.97340932,18900.0,,processing capacity,-17490075.973409325,0.8987198547755435,1.1126937884884622,-0.11269378848846215,0.0495494585915549,9137.041056794144,8211.640211640211,1,1
Rice Miller,Subang,18,Rice Miller Data,83,,,7190075.97340932,,,,,,3.0,110000000.0,15750.0,500000.0,126000000.0,13000000.0,,,,,,,,117690075.97340932,139000000.0,7690075.97340932,15750.0,,processing capacity,21309924.026590675,1.1810681474231133,0.8466911940533045,0.1533088059466955,0.055324287578484316,7472.385776089481,8825.396825396825,0,0
Rice Miller,Subang,19,Rice Miller Data,84,,,14380151.94681864,,,,,,1.0,100000000.0,10000.0,500000.0,96763298.62889001,10400000.0,,,,,,,,114880151.94681863,107163298.62889001,14880151.94681864,10000.0,,processing capacity,-7716853.317928627,0.9328269227786103,1.072010225671126,-0.0720102256711259,0.13885492642727518,11488.015194681864,10716.329862889,1,1
